id,type,question,options,answer,tip
71,single,"甲虐待其 10 岁的继女达两年之久。某日，甲又因琐事痛打继女，继女有所反抗，甲即拿起一铁条向继女眼睛刺去，当场将继女右眼扎瞎。甲的行为应定为（）。","A. 故意伤害罪|B. 虐待罪|C. 虐待罪与故意伤害罪|D. 虐待致人重伤",C,"💡 记忆技巧：长期虐待是虐待罪，突然起意扎瞎眼睛是独立的故意伤害行为，数罪并罚。"
72,single,"某日晚，张某在路上发现一独行的女青年便上前将其拦住，拖到无人处将其强奸。逃离现场时从受害人自行车的车篮内窃取人民币 200 元。而受害人穿好衣服到公路另一侧取车时才发现被盗。对张某的行为认定正确的是（）。","A. 构成强奸罪和抢劫罪|B. 构成强奸罪和盗窃罪|C. 构成强奸罪|D. 盗窃数额未达到定罪标准，不构成盗窃罪，应以抢劫罪论处",B,"💡 记忆技巧：强奸后顺手牵羊，被害人不知情，属于秘密窃取，定盗窃。虽 200 元较少，但多次或入户等可构罪，或者题目假设达到标准。关键是定性为盗窃而非抢劫。"
73,single,"甲在某电力排灌站欲盗窃，发现值班员正在睡觉，即用绳子偷偷将值班室的门从外面锁上，甲在行窃时响声惊动值班员，值班员大声叫喊抓贼。因地处荒郊野外，无人听见，甲即肆无忌惮地将排灌站内电机和 400 余米输电电力线盗走，造成排灌站无法正常运行，甲的行为构成（）。","A. 盗窃罪|B. 抢夺罪|C. 抢劫罪|D. 破坏电力设备罪",C,"💡 记忆技巧：这道题有争议，通常偷电线定破坏电力设备。但题目强调'锁门'防止呼救，行窃被发现后'肆无忌惮'继续拿，可能被认定为通过禁锢手段压制反抗（虽然值班员在屋内），从而转化为抢劫。或者答案意指破坏电力设备。根据提供的答案 C，逻辑是：锁门行为构成了对人身自由的限制/暴力威胁，进而取财，定抢劫。"
74,single,"李某在某夜潜入于某家中行窃，得款 1500 元后开门欲逃，恰遇于某加班返回。于某紧揪住李某衣领不放，大喊：“抓贼！”李某害怕，拔出匕首抵住于某颈部威胁：“再不放手，就一刀捅死你！”于某畏惧，放走李某。李某行为构成（）。","A. 抢劫罪|B. 盗窃罪|C. 抢夺罪|D. 故意杀人罪（未遂）",A,"💡 记忆技巧：盗窃现场，为抗拒抓捕当场使用暴力威胁，转化为抢劫罪（转化型抢劫）。"
75,single,"甲夜入乙家，盗走现金 1000 元，正欲离开，被乙发现。甲为逃走将乙打成重伤。甲的行为（）。","A. 构成盗窃罪和故意伤害罪|B. 构成故意伤害罪|C. 构成非法侵入住宅罪和故意伤害罪|D. 构成抢劫罪",D,"💡 记忆技巧：入户盗窃，被发现后为逃走当场使用暴力致人重伤，转化为抢劫罪（入户抢劫，重罪）。"
76,single,"甲在抢夺香烟时，因卖烟者反抗，当场使用暴力将卖烟者打成轻伤后将香烟夺走。甲的行为构成（）。","A. 抢夺罪|B. 抢劫罪|C. 故意伤害罪|D. 哄抢罪",B,"💡 记忆技巧：抢夺过程中，因反抗而使用暴力，直接转化为抢劫罪。"
77,single,"在抢劫过程中，使用暴力致人重伤、死亡的，应（）。","A. 以故意伤害罪或故意杀人罪论处|B. 以抢劫罪与故意伤害罪或故意杀人罪数罪并罚|C. 以抢劫罪论处|D. 以上说法都不对",C,"💡 记忆技巧：抢劫罪的加重情节包含'致人重伤、死亡'，定抢劫罪一罪，处十年以上、无期或死刑。"
78,single,"甲在某仓库欲实施盗窃，发现值班员正在睡觉，便用绳子偷偷将其捆在床上，值班员醒来大声叫喊。甲怕惊动更多人，收拾一些财物逃走。甲的行为构成（）。","A. 盗窃罪|B. 抢夺罪|C. 抢劫罪|D. 侵占罪",C,"💡 记忆技巧：为了盗窃而预先使用暴力/胁迫（捆绑）压制反抗，直接定抢劫罪，不是转化型，是直接型。"
79,single,"李某参与赌博，输给王某 5 万元，输光后，李某要抢回这笔钱。王某为了防止钱被抢走，打伤了李某，下列说法正确的有（）。","A. 如果李某当场要回自己的赌资，不属于抢劫行为|B. 如果李某当场要回自己的赌资，王某的行为属于防卫过当|C. 如果李某 3 日后要抢回这笔钱，王某的行为属于防卫过当|D. 不论抢回赌资的行为发生在何时，李某的行为均构成抢劫罪",A,"💡 记忆技巧：司法解释：仅以自己所输赌资为对象实施抢劫的，一般不以抢劫罪定罪（因为缺乏非法占有他人财物的目的）。所以 A 对。"
80,single,"甲到一商店，见一顾客上厕所，甲即尾随进入，乘顾客不备，将其关在厕所内，然后打开其随身携带的钱箱，抢走现金 5000 元。甲的行为构成（）。","A. 盗窃罪|B. 诈骗罪|C. 抢夺罪|D. 抢劫罪",D,"💡 记忆技巧：关在厕所里使人无法反抗，属于'其他方法'压制反抗，定抢劫罪。"
81,single,"被告人张某、赵某二人均发现出差人员刘某的手提包内有大量赃款，遂蓄谋行抢，张某乘刘某不备从背后双手拦腰将刘某抱住，赵某乘机将刘某手中的提包抢走。张某、赵某构成何罪？（）","A. 抢劫罪|B. 抢夺罪|C. 敲诈勒索罪|D. 绑架罪",A,"💡 记忆技巧：一人抱（暴力压制），一人抢。这是典型的抢劫分工，定抢劫罪。"
82,single,"不构成抢劫罪的情形是（）。","A. 携带凶器抢夺|B. 诈骗犯罪嫌疑人为了防护已经到手的赃物不被追回而当场使用暴力或以暴力相威胁|C. 盗窃犯罪嫌疑人为湮灭现场遗留的犯罪证据而对发现人当场使用暴力或以暴力相威胁|D. 乘人不备，公然夺取数额较大的财物",D,"💡 记忆技巧：D 是纯粹的抢夺罪定义。A 是拟制抢劫；B、C 是转化抢劫（护赃、灭口）。"
83,single,"下列说法正确的是（）。","A. 抢劫罪与抢夺罪对取得财物的数额的要求不同|B. 抢劫罪与抢夺罪侵犯的客体内容完全相同|C. 抢劫罪与抢夺罪的犯罪目的不同|D. 14 周岁以上有刑事责任能力的自然人都可以成为抢劫罪与抢夺罪的犯罪主体",A,"💡 记忆技巧：抢劫罪无数额要求（抢一元也是抢）；抢夺罪有数额较大要求。客体不同（抢劫是复杂客体）。目的相同（非法占有）。年龄不同（抢劫 14 岁，抢夺 16 岁）。"
84,single,"下列行为构成抢劫罪的是（）。","A. 用要挟的方法，使被害人事后交付财物的行为|B. 利用被害人自己熟睡的状态，将其财物拿走的行为|C. 用麻醉的方法，使被害人丧失反抗能力，并当场抢走财物的行为|D. 利用被害人自己醉酒的状态，将其财物拿走的行为",C,"💡 记忆技巧：麻醉抢劫是典型的'其他方法'抢劫。A 是敲诈；B、D 是盗窃（秘密窃取）。"
85,single,"张某以请客为名将高某灌醉，然后扶到一偏僻无人处，将高某的钱包（内有人民币 5000 元）拿走。张某的行为构成（）。","A. 诈骗罪|B. 盗窃罪|C. 抢劫罪|D. 侵占罪",C,"💡 记忆技巧：为了取财而故意灌醉（制造不能反抗状态），属于抢劫罪中的'其他方法'。"
86,single,"下列表述中，符合抢劫罪特征的是（）。","A. 以威胁、要挟方法迫使被害人事后交付数额较大财物的|B. 趁被害人昏迷之机，公然拿走数额较大财物的|C. 以威胁方法当场索取财物，否则事后将对其暴力殴打|D. 用药将被害人迷倒，拿走其财物",D,"💡 记忆技巧：同 85 题，迷倒取财是抢劫。A、C 是敲诈勒索（威胁将来）；B 是盗窃。"
87,single,"某夜，赵某蒙面外出抢劫，在一黑暗巷口内，见一女子骑车经过，遂上前持棍将该女子头部打伤致其昏迷（经鉴定为轻伤），后走到跟前欲将其提包和手机抢走，才发现被抢的是自己妻子，遂立即将其送到医院抢救，赵某的行为构成（）。","A. 抢劫罪|B. 故意伤害罪和抢劫罪|C. 不构成犯罪|D. 犯罪未遂",A,"💡 记忆技巧：对象认识错误不影响定罪。想抢路人，实际抢了老婆，依然构成抢劫罪。送医是量刑情节。"
88,single,"某晚，青年冯某溜入某宾馆一房间内，见入住该房间的女青年许某正在洗澡，衣服及包放在房间床上，冯某翻出包内 300 元现金后正欲出门，恰巧许某沐浴后出来看到，欲穿衣追撵冯某，冯某即把许某衣服抱起逃跑，许某因无衣服穿，羞于出门追赶。冯某构成（）。","A. 抢劫罪|B. 抢夺罪|C. 盗窃罪|D. 不构成犯罪",A,"💡 记忆技巧：盗窃后被发现，为了窝藏赃物/抗拒抓捕，利用被害人不敢追（裸体）的状态逃跑，视为使用了'胁迫'或其他手段压制反抗，转化为抢劫。"
89,single,"甲、乙二人共谋盗窃，双方约定由甲入室行窃，乙在墙外望风。甲在室内搜寻了半天，只在茶几上找到手表一块，刚要离开时，不慎将茶几上的一个玻璃花瓶碰翻在地。隔壁卧室熟睡的女主人被惊醒后，走出客厅大声喝问，并伸手抓住了甲一只手的手腕。甲顿感害怕，遂腾出另一只手，抄起茶几上的一个烟灰缸向女主人头上砸去，当即致其死亡。之后，甲越墙而出，告诉乙打死了女主人，并偷到一块手表。后乙将此手表卖掉，得赃款 4000 元，甲、乙二人各分得 2000 元。下列说法错误的是（）。","A. 甲、乙二人在盗窃罪的范围内成立共同犯罪|B. 对甲应以抢劫罪定罪处罚|C. 对乙应以盗窃罪、抢劫罪数罪并罚|D. 对乙应当从轻、减轻或者免除处罚",C,"💡 记忆技巧：实行过限。甲杀人超出了共同盗窃的故意，乙只对盗窃负责。乙定盗窃罪，不定抢劫。所以 C 说乙数罪并罚是错的。"
90,single,"下列关于抢夺罪说法正确的是（）。","A. 甲将仿真玩具手枪一支装在裤兜里埋伏在僻静处欲抢财物，恰巧乙边打电话边走了过来，甲见有机可乘迅速从暗处冲出抢了乙的手机（价值人民币 2000 元）就跑。甲的行为构成抢劫罪|B. 甲见一老农紧抱一包袱（包内物品价值 300 元）不放便欲抢走，甲用力拉扯包袱时老农站立不稳栽倒在地跌成轻伤。甲的行为构成抢夺罪|C. 某日，甲抢走乙笔记本电脑一台，乙在后面猛追，甲见无法摆脱，其自恃身强力壮，遂将乙打倒，致乙重伤。甲的行为构成抢夺罪|D. 甲在火车站候车室见乙身旁的座位上有一精致的小包便上前拿了就跑，但实际上包是另一侧丙的，其当时正在打盹，后经人提醒才发现包不见了。甲的行为构成抢夺罪",D,"💡 记忆技巧：A 没出示凶器，是抢夺；B 拉扯致伤是抢夺过失，仍定抢夺（若故意伤人则转抢劫）；C 追上后打人是为了护赃，转抢劫；D 趁人不觉（打盹）公然夺取，是典型抢夺。"
91,single,"魏某和刘某事前商量好，魏某抢劫后，逃到刘某处，给其一定好处。某日，魏某抢劫作案后到刘某处躲避，因未抢到钱，遂没给刘某好处，刘某对外则称魏某是前来打工的亲戚，等风声小点后帮助魏某逃走。刘某的行为构成（）。","A. 窝藏罪|B. 抢劫罪|C. 包庇罪|D. 伪证罪",B,"💡 记忆技巧：事前通谋，事后窝藏/帮助逃匿，以共犯论处。所以刘某是抢劫罪共犯。"
92,single,"下列情形中，属于《刑法》第 263 条规定的对抢劫罪加重法定刑的情形是（）。","A. 在出租车上抢劫的|B. 抢劫数额较大的|C. 在办公大楼抢劫的|D. 抢劫救灾、抢险、救济物资的",D,"💡 记忆技巧：八大加重情节之一：抢劫救灾、抢险、防汛、优抚、扶贫、移民、救济款物的。在出租车上抢劫不是加重情节（除非是公共交通工具且危及安全，但出租车通常不算）。"
93,single,"对以下行为的处罚正确的有（）。","A. 某甲见一旅社内有卖淫嫖娼行为，心生气愤，遂冲进房间，冒充自己是警察，对二人进行处罚，后将罚款如数交到公安机关，应当以招摇撞骗罪处罚|B. 某乙冒充联防队员抓赌，并将赌资私分，应当以招摇撞骗罪处罚|C. 某丙冒充警察抓赌，因一参赌人员不愿缴纳罚款，丙即对其暴力殴打，应当以招摇撞骗罪从重处罚|D. 某丁冒充联防队员抓嫖，嫖客不愿接受处罚，某丁即对其殴打，并强行搜取其身上 200 元钱，应当以抢劫罪处罚",D,"💡 记忆技巧：A 没获利且上交，情节显著轻微或不以犯罪论/行政违法；B 冒充联防队员不构成招摇撞骗（必须是国家机关工作人员）；C 冒充警察暴力殴打取财，定抢劫；D 冒充联防队员暴力取财，定抢劫。题目问正确的，D 最稳妥。"
